20160104,1.08522,1.08514,1.09465,1.09464,1.07813,1.07811,1.0832,1.0831,-1
20160105,1.08345,1.0832,1.08392,1.08389,1.07108,1.07107,1.0748,1.07476,-1
20160106,1.07497,1.07456,1.07996,1.07992,1.07143,1.07138,1.07805,1.07798,-1
20160107,1.0781,1.07785,1.09404,1.09402,1.07712,1.0771,1.09355,1.09286,-1
20160108,1.0934,1.0932,1.0934,1.09323,1.08034,1.08032,1.0932,1.092,-1
20160111,1.09295,1.09255,1.097,1.09698,1.0848,1.08478,1.08596,1.08589,-1
20160112,1.08585,1.08565,1.09004,1.09001,1.08198,1.08197,1.0859,1.08564,-1
20160113,1.08605,1.08575,1.0888,1.08877,1.08051,1.0805,1.08774,1.08772,-1
20160114,1.0882,1.0877,1.09434,1.09432,1.08348,1.08347,1.08653,1.08646,-1
20160115,1.0868,1.08659,1.09848,1.09847,1.08546,1.08545,1.092,1.09135,-1
20160118,1.0919,1.09145,1.09279,1.09275,1.08691,1.0869,1.08941,1.08908,-1
20160119,1.0892,1.089,1.09392,1.0939,1.08595,1.08594,1.09081,1.09076,-1
20160120,1.09085,1.09045,1.09762,1.0976,1.08775,1.08773,1.08916,1.0889,-1
20160121,1.0891,1.08865,1.09219,1.09216,1.07778,1.07775,1.08748,1.08732,-1
20160122,1.0876,1.08729,1.08768,1.08766,1.07894,1.07892,1.08011,1.07924,-1
20160125,1.0795,1.0791,1.0857,1.08569,1.07896,1.07895,1.08492,1.08485,-1
20160126,1.08505,1.08485,1.08745,1.08744,1.08188,1.08187,1.08708,1.08705,-1
20160127,1.08675,1.08624,1.09172,1.09167,1.08509,1.08505,1.08936,1.08931,-1
20160128,1.08945,1.0892,1.09678,1.09677,1.08698,1.08695,1.0941,1.094,-1
20160129,1.0941,1.09375,1.0949,1.09488,1.08101,1.081,1.0832,1.08277,-1
20160201,1.08355,1.0831,1.0913,1.09128,1.08151,1.08145,1.08885,1.0888,-1
20160202,1.08877,1.08847,1.09401,1.094,1.08865,1.08847,1.09205,1.09183,-1
20160203,1.09184,1.09159,1.11459,1.11455,1.0904,1.09039,1.1107,1.11032,-1
20160204,1.11004,1.1092,1.12391,1.1239,1.10697,1.10696,1.12088,1.1207,-1
20160205,1.12055,1.12025,1.12555,1.1255,1.11092,1.1109,1.1158,1.1153,-1
20160208,1.11475,1.11435,1.12163,1.12159,1.10868,1.10866,1.11937,1.11927,-1
20160209,1.11938,1.11925,1.13383,1.13382,1.11623,1.11622,1.12947,1.12916,-1
20160210,1.12912,1.12888,1.13118,1.13115,1.11607,1.11606,1.12944,1.12896,-1
20160211,1.12894,1.12865,1.13769,1.13766,1.12742,1.12739,1.13245,1.13221,-1
20160212,1.1324,1.13215,1.13341,1.13338,1.12142,1.1214,1.12585,1.125,-1
20160215,1.12455,1.1241,1.12544,1.12498,1.11282,1.1128,1.11569,1.11541,-1
20160216,1.11601,1.11555,1.11933,1.11932,1.11244,1.1124,1.11441,1.11438,-1
20160217,1.11443,1.11422,1.11795,1.11791,1.11062,1.11061,1.11285,1.11275,-1
20160218,1.11265,1.11233,1.11498,1.11496,1.10711,1.10709,1.11075,1.11055,-1
20160219,1.11072,1.11043,1.11395,1.11393,1.10667,1.10666,1.1137,1.11305,-1
20160222,1.1125,1.1115,1.1125,1.11245,1.10033,1.1003,1.10297,1.10292,-1
20160223,1.10307,1.10288,1.1053,1.10529,1.09901,1.099,1.10196,1.10188,-1
20160224,1.1019,1.10175,1.10466,1.10465,1.09573,1.09572,1.10137,1.10127,-1
20160225,1.10175,1.10134,1.105,1.10499,1.09869,1.09868,1.10182,1.1018,-1
20160226,1.10272,1.10252,1.10685,1.10683,1.09119,1.09115,1.09411,1.0928,-1
20160229,1.0921,1.09175,1.09628,1.09627,1.08594,1.08592,1.08734,1.08725,-1
20160301,1.0878,1.08745,1.08938,1.08935,1.08344,1.0834,1.08697,1.08664,-1
20160302,1.0866,1.08635,1.08814,1.0881,1.08257,1.08255,1.08688,1.08679,-1
20160303,1.0871,1.08694,1.09731,1.09728,1.08537,1.08535,1.09578,1.09567,-1
20160304,1.09575,1.0954,1.10437,1.10434,1.09035,1.09031,1.101,1.1005,-1
20160307,1.09945,1.09914,1.1026,1.10258,1.09402,1.09401,1.10149,1.10134,-1
20160308,1.10155,1.10115,1.1058,1.10579,1.09938,1.09936,1.1011,1.10105,-1
20160309,1.10115,1.10095,1.1035,1.10349,1.09462,1.0946,1.1,1.09993,-1
20160310,1.10015,1.09995,1.12184,1.12183,1.08221,1.0822,1.11773,1.1177,-1
20160311,1.11825,1.11775,1.12101,1.12097,1.10805,1.10803,1.1154,1.1145,-1
20160314,1.1145,1.11325,1.11769,1.11765,1.10776,1.10771,1.1104,1.1102,-1
20160315,1.11045,1.11,1.11254,1.11252,1.1072,1.10718,1.11094,1.11086,-1
20160316,1.1108,1.11064,1.12428,1.12425,1.10579,1.10578,1.12252,1.12238,-1
20160317,1.12215,1.12185,1.13427,1.13424,1.12052,1.12051,1.13186,1.13178,-1
20160318,1.1317,1.13145,1.13372,1.13369,1.12564,1.1256,1.12704,1.127,-1
20160321,1.12705,1.12655,1.1285,1.12848,1.12345,1.12344,1.12417,1.12411,-1
20160322,1.1241,1.1239,1.126,1.12599,1.11888,1.11885,1.12174,1.12166,-1
20160323,1.1219,1.1214,1.12238,1.12235,1.11596,1.11594,1.1182,1.118,-1
20160324,1.1181,1.1176,1.11884,1.11879,1.11441,1.11436,1.11757,1.11747,-1
20160325,1.11785,1.11749,1.11821,1.11813,1.11546,1.1154,1.11665,1.11625,-1
20160328,1.11608,1.11593,1.122,1.12198,1.11531,1.1153,1.11973,1.11945,-1
20160329,1.11961,1.1192,1.13036,1.13035,1.11692,1.1169,1.12913,1.12904,-1
20160330,1.1294,1.12899,1.13657,1.13656,1.12839,1.12834,1.13387,1.13369,-1
20160331,1.1337,1.13345,1.14124,1.14119,1.13103,1.13101,1.13815,1.13787,-1
20160401,1.13835,1.138,1.14381,1.1438,1.13349,1.13347,1.1402,1.13905,-1
20160404,1.13995,1.1394,1.14129,1.14127,1.13576,1.13574,1.1394,1.13885,-1
20160405,1.13945,1.13864,1.14054,1.14052,1.13361,1.1336,1.13857,1.13832,-1
20160406,1.1385,1.13829,1.1432,1.14318,1.13267,1.13266,1.13997,1.1399,-1
20160407,1.13971,1.13955,1.14542,1.1454,1.13377,1.13376,1.13779,1.13771,-1
20160408,1.13765,1.13745,1.14197,1.14194,1.13492,1.13491,1.14035,1.13942,-1
20160411,1.14155,1.14045,1.14476,1.14475,1.13725,1.13722,1.14103,1.14058,-1
20160412,1.14105,1.14065,1.1465,1.14648,1.13456,1.13455,1.13875,1.13841,-1
20160413,1.13895,1.1386,1.13919,1.13912,1.12686,1.12684,1.12751,1.12732,-1
20160414,1.12815,1.1275,1.12951,1.12948,1.1234,1.12339,1.1268,1.12676,-1
20160415,1.12685,1.12655,1.13173,1.13171,1.12459,1.12457,1.1284,1.12816,-1
20160418,1.1306,1.1295,1.13322,1.1332,1.12739,1.12737,1.13158,1.13115,-1
20160419,1.13155,1.13125,1.13849,1.13847,1.13036,1.13034,1.13579,1.13571,-1
20160420,1.13615,1.13595,1.13885,1.1388,1.12909,1.12904,1.12968,1.12964,-1
20160421,1.13,1.1298,1.13989,1.13987,1.12695,1.1269,1.12878,1.12876,-1
20160422,1.12865,1.1285,1.13089,1.13085,1.12185,1.12181,1.1228,1.12245,-1
20160425,1.1225,1.122,1.12784,1.12782,1.12211,1.122,1.12696,1.1267,-1
20160426,1.127,1.1267,1.13398,1.13397,1.12565,1.12563,1.12985,1.12954,-1
20160427,1.12995,1.12965,1.1362,1.13613,1.1272,1.12719,1.13229,1.132,-1
20160428,1.1327,1.1323,1.13682,1.1368,1.12961,1.1296,1.13539,1.1352,-1
20160429,1.13576,1.1353,1.14594,1.14592,1.13494,1.1349,1.1457,1.1447,-1
20160502,1.1465,1.14575,1.15365,1.15363,1.14486,1.14482,1.1533,1.15313,-1
20160503,1.1533,1.1531,1.16165,1.16164,1.14954,1.14953,1.14967,1.1496,-1
20160504,1.1501,1.14979,1.15298,1.15295,1.14664,1.14662,1.14887,1.14862,-1
20160505,1.1493,1.14865,1.14955,1.14937,1.1386,1.13859,1.14054,1.14048,-1
20160506,1.14055,1.14038,1.14824,1.14816,1.13869,1.13866,1.14065,1.1406,-1
20160509,1.14006,1.13945,1.142,1.14198,1.13754,1.13752,1.13828,1.13826,-1
20160510,1.13825,1.138,1.14103,1.14099,1.13587,1.13585,1.13734,1.13715,-1
20160511,1.13763,1.13738,1.14467,1.14466,1.13697,1.13694,1.14265,1.14258,-1
20160512,1.14285,1.1427,1.14297,1.14292,1.13707,1.13705,1.13772,1.13762,-1
20160513,1.13775,1.1374,1.13802,1.13798,1.12828,1.12823,1.13105,1.1305,-1
20160516,1.13085,1.13035,1.13425,1.13424,1.13028,1.13022,1.13205,1.13192,-1
20160517,1.13195,1.1317,1.1349,1.13489,1.13023,1.13015,1.1314,1.13118,-1
20160518,1.13134,1.13104,1.13164,1.13161,1.12145,1.12142,1.12167,1.12164,-1
20160519,1.122,1.1216,1.12303,1.12301,1.11803,1.118,1.12032,1.12025,-1
20160520,1.12016,1.11999,1.12379,1.12377,1.11966,1.11963,1.1223,1.12229,-1
20160523,1.12235,1.12179,1.12435,1.12429,1.11878,1.11876,1.12205,1.12203,-1
20160524,1.12215,1.12195,1.12272,1.1227,1.11327,1.11325,1.11414,1.11404,-1
20160525,1.11448,1.11401,1.11675,1.1167,1.1129,1.11288,1.11551,1.11546,-1
20160526,1.11574,1.11506,1.12168,1.12167,1.11497,1.11494,1.11944,1.11933,-1
20160527,1.1194,1.1192,1.12009,1.12008,1.11114,1.11099,1.11138,1.11099,-1
20160530,1.11171,1.11099,1.11449,1.11447,1.10982,1.1098,1.11394,1.1137,-1
20160531,1.114,1.1137,1.11736,1.11735,1.11224,1.11222,1.11325,1.1131,-1
20160601,1.11295,1.1128,1.11943,1.11942,1.11144,1.11143,1.11889,1.11878,-1
20160602,1.11926,1.11889,1.12203,1.12201,1.11455,1.11453,1.11513,1.1151,-1
20160603,1.11535,1.1152,1.13744,1.13733,1.11369,1.11368,1.13676,1.13654,-1
20160606,1.1375,1.1361,1.1393,1.13926,1.13266,1.13265,1.13563,1.1354,-1
20160607,1.136,1.13575,1.13806,1.13805,1.13389,1.13386,1.13589,1.13559,-1
20160608,1.13595,1.1358,1.14108,1.14106,1.13547,1.13545,1.13967,1.13943,-1
20160609,1.13975,1.1396,1.14158,1.14154,1.13058,1.13056,1.13177,1.13145,-1
20160610,1.13175,1.1315,1.13217,1.13215,1.12454,1.12453,1.12521,1.125,-1
20160613,1.12535,1.1249,1.13033,1.13031,1.12324,1.12323,1.12949,1.12909,-1
20160614,1.12935,1.12915,1.12988,1.12983,1.1189,1.11888,1.12075,1.12074,-1
20160615,1.12115,1.1206,1.1299,1.12988,1.11901,1.119,1.126,1.12599,-1
