487.615999999998,525.89,559.28,667.51,653.48,453.1,497.67,510.38,718.3,749.28,695.06,505.14,439.54,339.61,485.05,554.55,577,610.42
244.619999999997,380.94,358.77,415.92,462.68,494.06,286.67,331.04,312.14,371.67,407.1,389.51,346.79,396.1,364.26,537.02,625.37,663.16
194.716,250.32,329.2,370.56,548.17,651.53,491.35,323.8,535.34,563.55,445.06,543.23,558.1,535.74,564.18,661.14,652.89,676.3
67.7159999999998,49.54,118.35,133.44,271.08,406.11,491.97,456.98,525.12,629.2,632.82,602.87,623.1,565.65,623.14,543.72,636.14,653.8
-68.7319999999999,78.73,41.5,111.46,163.61,278.65,367.12,406.84,345.71,275.37,374.88,474.39,403.81,494.25,584.68,617.65,424.3,495.89
-161.952000000002,-170.31,-89.83,-71.53,-0.44,88.26,153.16,238.89,258.91,307.14,287.32,362.63,355.8,428.2,500.6,573,584.56,357.7
-114.836000000001,-138.54,-150.55,-95.21,-32.16,30.9,93.95,130.23,190.31,182.23,239.86,297.49,262.87,231.86,282.98,334.1,280.93,328.57
-58.7560000000003,-61.04,-116.96,-146.21,-101.61,-57.01,-12.41,32.18,76.78,121.38,95.38,137.53,179.68,221.83,263.98,306.13,348.28,282.67
-44.2799999999999,-6.79,-51.62,-79.11,-54.14,-29.16,-4.18,20.8,45.78,70.76,95.74,120.72,145.7,6.34,23.2,40.06,56.92,73.79
-73.6080000000005,-50.25,-26.89,-74.71,-57.02,-39.33,-21.64,-3.95,13.74,31.43,49.12,66.81,84.5,102.19,119.88,137.57,155.26,172.95
0.939999999999337,-34.58,-84.96,-75.51,-66.06,-56.6,-47.15,-37.7,-28.25,-18.79,-9.34,0.11,9.57,19.02,28.47,37.92,47.38,56.83
34.7080000000004,50.39,6.92,-52.82,-47.06,-41.3,-35.54,-29.78,-24.02,-18.26,-12.5,-6.74,-0.98,4.78,10.54,16.3,22.06,27.82
34.7080000000004,50.39,66.07,81.76,20.6,30.62,40.64,50.65,60.67,70.68,80.7,90.72,100.73,110.75,120.76,130.78,140.8,150.81
21.8080000000002,31.73,41.65,51.58,61.5,-11.08,-6.82,-2.57,1.69,5.94,10.2,14.46,18.71,22.97,27.22,31.48,35.74,39.99
12.6679999999997,18.34,24,29.67,35.34,41,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5,-41.5
