0.835514018691589,0.81,0.77,0.75,0.73,0.72,0.7,0.68,0.65,0.65,0.62,0.6,0.59,0.58,0.56,0.55,0.54,0.53,0.51,0.51,0.49,0.47,0.46,0.44,0.43,0.42,0.41,0.4,0.4,0.38,0.38,0.39,0.37,0.37,0.37
0.830866807610994,0.8,0.77,0.74,0.73,0.71,0.69,0.67,0.65,0.62,0.62,0.59,0.58,0.57,0.56,0.54,0.54,0.54,0.53,0.5,0.49,0.48,0.46,0.45,0.44,0.43,0.41,0.4,0.41,0.4,0.39,0.39,0.39,0.37,0.38
0.830188679245283,0.81,0.78,0.76,0.73,0.71,0.69,0.68,0.67,0.64,0.62,0.6,0.58,0.57,0.56,0.55,0.53,0.52,0.51,0.5,0.48,0.47,0.46,0.44,0.42,0.41,0.4,0.38,0.37,0.37,0.36,0.35,0.35,0.34,0.32
0.82620320855615,0.81,0.79,0.75,0.73,0.7,0.69,0.67,0.66,0.65,0.63,0.6,0.58,0.57,0.56,0.55,0.54,0.52,0.5,0.5,0.49,0.47,0.46,0.44,0.43,0.41,0.4,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.34
0.825688073394495,0.8,0.78,0.77,0.74,0.72,0.7,0.69,0.67,0.65,0.64,0.63,0.61,0.59,0.57,0.56,0.55,0.55,0.53,0.51,0.5,0.49,0.46,0.46,0.44,0.42,0.41,0.4,0.39,0.38,0.37,0.36,0.35,0.35,0.35
0.831615120274914,0.8,0.77,0.75,0.72,0.68,0.67,0.65,0.65,0.64,0.63,0.62,0.59,0.59,0.56,0.55,0.54,0.54,0.53,0.52,0.5,0.49,0.47,0.45,0.45,0.44,0.41,0.39,0.38,0.38,0.37,0.37,0.35,0.34,0.33
0.844106463878327,0.79,0.77,0.74,0.73,0.71,0.68,0.66,0.65,0.64,0.61,0.6,0.59,0.56,0.56,0.55,0.54,0.54,0.52,0.52,0.51,0.49,0.49,0.47,0.45,0.44,0.43,0.42,0.41,0.4,0.39,0.39,0.39,0.37,0.37
0.839130434782609,0.81,0.76,0.74,0.7,0.7,0.68,0.64,0.62,0.62,0.61,0.6,0.58,0.56,0.54,0.53,0.5,0.5,0.5,0.48,0.48,0.47,0.46,0.46,0.46,0.45,0.45,0.43,0.41,0.41,0.41,0.4,0.39,0.39,0.38
0.826732673267327,0.8,0.77,0.72,0.71,0.68,0.68,0.66,0.62,0.61,0.61,0.6,0.59,0.59,0.57,0.55,0.54,0.52,0.51,0.51,0.5,0.5,0.5,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.44,0.43,0.41,0.4,0.4
0.801136363636364,0.79,0.77,0.73,0.69,0.67,0.66,0.65,0.62,0.58,0.57,0.57,0.57,0.56,0.55,0.54,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.49,0.48,0.48,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.42,0.4
0.817610062893082,0.78,0.77,0.76,0.72,0.71,0.68,0.66,0.65,0.63,0.59,0.58,0.58,0.58,0.57,0.57,0.56,0.54,0.53,0.52,0.51,0.51,0.51,0.51,0.52,0.52,0.52,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.45
0.840277777777778,0.8,0.77,0.76,0.74,0.7,0.69,0.66,0.64,0.63,0.61,0.56,0.55,0.55,0.55,0.54,0.54,0.53,0.52,0.51,0.5,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.45,0.45,0.44,0.44
0.830645161290323,0.79,0.75,0.72,0.71,0.69,0.66,0.65,0.63,0.61,0.6,0.57,0.56,0.55,0.55,0.55,0.54,0.52,0.52,0.5,0.49,0.48,0.48,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.45,0.44,0.44,0.44,0.43
0.819047619047619,0.81,0.77,0.73,0.72,0.71,0.68,0.65,0.64,0.63,0.61,0.61,0.57,0.56,0.55,0.55,0.55,0.55,0.53,0.52,0.51,0.5,0.49,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.47,0.46,0.45,0.45
0.84375,0.81,0.79,0.76,0.72,0.7,0.69,0.66,0.63,0.62,0.6,0.58,0.58,0.55,0.53,0.53,0.53,0.53,0.53,0.51,0.5,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.45,0.43,0.43
0.85,0.8,0.75,0.75,0.71,0.66,0.66,0.65,0.63,0.6,0.58,0.56,0.54,0.54,0.5,0.49,0.49,0.49,0.49,0.49,0.48,0.47,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.41,0.41,0.41
0.82089552238806,0.82,0.8,0.77,0.77,0.71,0.68,0.68,0.67,0.65,0.61,0.59,0.58,0.55,0.55,0.53,0.51,0.51,0.51,0.51,0.51,0.5,0.5,0.48,0.48,0.47,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.38,0.38
0.813559322033898,0.81,0.81,0.79,0.76,0.75,0.73,0.7,0.7,0.68,0.65,0.61,0.59,0.56,0.53,0.53,0.5,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.4,0.35
0.846153846153846,0.8,0.8,0.78,0.78,0.73,0.72,0.69,0.67,0.67,0.65,0.62,0.62,0.6,0.59,0.57,0.57,0.54,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.51,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.47
0.847826086956522,0.8,0.8,0.8,0.76,0.76,0.7,0.7,0.67,0.64,0.64,0.64,0.61,0.61,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.55,0.55,0.52,0.52,0.51,0.51,0.51,0.51,0.51,0.51,0.5
