0, 0, -2920, 0.98905354977807
0, 0.04, -1634.112, 0.966596915413683
0, 0.08, -1036.28800000003, 0.903077453678613
0, 0.12, -1016.34400000002, 0.947451072710906
0, 0.16, -340.870400000007, 0.768421465123549
0, 0.2, -358.072000000029, 0.885570552245722
0, 0.24, -348.90240000002, 0.907153399502369
0, 0.28, -225.196800000014, 0.503723268262565
0, 0.32, -247.39840000002, 0.771608829046584
0, 0.36, -214.094400000013, 0.768462279744735
0, 0.4, -344.992000000004, 0.867002343095201
0, 0.44, -487.646400000011, 0.94759211672308
0, 0.48, -223.200000000006, 0.715482155491489
0, 0.52, -308.694400000009, 0.772855793661923
0, 0.56, -346.486400000005, 0.870973299677142
0, 0.6, -280.440000000008, 0.862135747327236
0, 0.64, -295.225600000001, 0.714542727096753
0, 0.68, -507.294400000001, 0.899478240657107
0, 0.72, -586.815999999998, 0.911500965083502
0, 0.76, -262.451200000004, 0.769596838190954
0, 0.8, -303.616000000005, 0.792934818416865
0, 0.84, -278.243200000002, 0.731351642315051
0, 0.88, -318.848000000003, 0.748429522456753
0, 0.92, -346.196800000001, 0.767409456478935
0, 0.96, -338.444800000001, 0.741300587574194
0.04, 0, -740.000000000001, 0.970125761167661
0.04, 0.04, -183.830399999992, 0.304496574582789
0.04, 0.08, -409.180800000025, 0.6786156701736
0.04, 0.12, -253.350400000027, 0.311713305178401
0.04, 0.16, -437.075200000005, 0.842652779734174
0.04, 0.2, -153.120000000017, 0.659067673814667
0.04, 0.24, 130.428799999984, 0.00596651280536694
0.04, 0.28, 106.639999999993, 0.00978468722518116
0.04, 0.32, -94.3680000000206, 0.336259738314011
0.04, 0.36, -378.366400000012, 0.714467539454741
0.04, 0.4, -198.496000000002, 0.433205856220816
0.04, 0.44, -299.96000000001, 0.643478643992837
0.04, 0.48, -358.963200000006, 0.88051828069144
0.04, 0.52, -335.816000000007, 0.876417919761214
0.04, 0.56, -264.246400000001, 0.765583557065467
0.04, 0.6, -109.536000000004, 0.106586137349459
0.04, 0.64, -48.6080000000038, 0.352548770708057
0.04, 0.68, -221.596800000005, 0.725492119019387
0.04, 0.72, -314.108800000005, 0.816202471430645
0.04, 0.76, -653.705600000001, 0.945520827389961
0.04, 0.8, -509.152000000008, 0.89712828782952
0.04, 0.84, -395.804800000004, 0.831418602413974
0.04, 0.88, -442.003200000004, 0.86256955661948
0.04, 0.92, -310.7104, 0.765603533001904
0.04, 0.96, -462.585600000004, 0.84247008893431
0.08, 0, -360, 0.987401429467531
0.08, 0.04, 638.471999999998, 0.865974245971533
0.08, 0.08, 126.124799999977, 0.0733318196944175
0.08, 0.12, 303.206399999973, 0.315801271457261
0.08, 0.16, 293.843199999999, 0.524744240930848
0.08, 0.2, 252.743999999983, 0.378459192419794
