-388.828000000004,-301.42,-495.23,-290.19,-203.88,104,146.36,254.87,87.48,305.42,41,68.61,133.76,57.58,-54.59,92.74,140.23,257.01,146.99,233.17,240.28,208.51,99.15,-85.74,67.68,-94.89,-114.77,-68.73,-75.26,-86.99,12.36,124.5,-16.53,45.1,119.84
-520.468000000014,-488.16,-510.06,-638.72,-419.54,-355.26,-222.1,-138.08,-162.1,-258.28,-71.3,-254.3,-191.54,-123,7.48,-34.17,148.14,205.39,311.23,117.26,94.04,48.07,-15.09,-2.95,-83.23,1.48,-123.78,-94.95,70.11,46.31,61.34,121.62,126.62,120.99,238.11
-512.144000000006,-282.12,-340.87,-291.62,-478.79,-377.89,-241.21,-88.49,57.5,-2.15,-73.85,-91.96,-66.28,-75.18,-9.31,60.74,-75.24,-2.15,69.66,117.38,65.62,-16.32,10.2,-86.19,-144.91,-254.62,-206.63,-341.25,-372.56,-280.99,-228.98,-250.37,-166.42,-154.75,-230.19
-541.22400000001,-379.07,-205.94,-414.72,-282.31,-492.5,-343.59,-261.36,-87.02,84.4,10.07,-55.11,-142.79,-60.84,-31.89,11.69,116.06,-66.02,-114.7,-9.02,58.46,-10,-11.09,-113.64,-189.04,-204.83,-304.63,-342.56,-246.68,-256.19,-255.43,-198.1,-207.11,-190.62,-88.3
-492.244000000005,-369.14,-228.34,-120.25,-131.01,-40.39,-175.3,-51.6,29.83,59.67,196.34,196.97,230.89,192.32,152.36,159.5,204.97,326.02,253.02,118.82,176.4,198.81,-69.46,48.98,-88.26,-207.45,-156.68,-175.79,-182.17,-176.35,-203.21,-277.36,-247.98,-214.88,-171.17
-348.884,-387.34,-434,-408.71,-364.77,-548.89,-449.21,-399.5,-222.06,-131.35,1.85,123.43,4.39,115.99,68.97,74.14,99.14,180.3,237.76,236.36,187.34,252.2,164.08,-25.91,74.85,85.47,-82.48,-88.74,-108.51,-76.57,-48.96,-31.95,-193.68,-175.9,-145.66
-156.364000000004,-455.59,-420.7,-460.52,-353.12,-218.01,-452.1,-394.82,-325.06,-165.19,-206.4,-138.76,-126.38,-196.2,-81.14,-17.91,76.05,156.46,122.6,180.32,187.62,142.54,225.26,149.39,-2.86,30.37,21.11,-67.24,-27.66,-56.01,-35.92,-17.3,56.55,18.51,88.21
-215.680000000005,-163.62,-468.01,-448.32,-599.4,-423.18,-360.25,-608.99,-581.38,-453.92,-352.01,-274.49,-210.15,-260.5,-348.17,-263.71,-362.58,-285.38,-231.15,-225.78,-201.02,-116.16,-205.86,-115.18,-58.83,-14.85,8.51,-3.32,-109.81,27.78,21.65,-27.98,11.39,77.17,31.83
-317.368000000004,-245.91,-321.05,-577.6,-488.7,-517.88,-332.85,-374.28,-540.5,-425.45,-361.31,-249.67,-174.74,-58.59,-87.2,-202.46,-148.2,-186.04,-117.37,-74.38,-35.76,21.39,118.08,51.13,141.81,196.94,277.21,299.81,330.46,320.22,321.41,255.02,58.4,13.14,75.01
-509.33600000001,-339.5,-321.99,-442.42,-634.04,-569.34,-530.42,-456.64,-504.54,-747.4,-665.5,-547.54,-442.41,-375.16,-306.77,-255.09,-290.85,-254.16,-287.79,-228.25,-200.46,-143.54,-56.67,114.19,65.71,147.84,66.73,138.48,146.4,216.63,230.9,257.88,326.69,119.21,67.6
-356.476000000006,-406.29,-280.87,-192.7,-313,-293.3,-356.99,-331.83,-283.29,-334.08,-512.55,-445.8,-340.19,-252.93,-201.24,-122.33,-85.06,-112.22,-59.66,-65.96,-14.82,75.99,127.67,210.55,378.99,420.92,503.9,418.19,489.29,495.99,524.22,537.66,564.25,633.91,469.4
-175.224000000003,-268.94,-311.78,-222.96,-161.18,-282.35,-271.45,-330.57,-315.02,-270.98,-329.57,-537.53,-490.72,-402.26,-333.25,-301.65,-241.3,-183.53,-194.85,-157.83,-102.56,-63.26,-25.75,-0.9,71.08,143.07,171.07,241.59,225.61,334.92,331.31,288.92,290.72,306.12,365.83
-221.880000000003,-272.26,-355.21,-421.22,-347.38,-321.83,-424.74,-363.4,-380.64,-388.01,-351.66,-432.8,-459.89,-402.49,-321.29,-260.64,-218.87,-258.17,-210.29,-232.65,-206.2,-160.54,-131.4,-104.01,-89.63,-76.93,-15.35,0.79,60.91,72.26,172.4,166.7,175.11,230.57,239.24
-266.428000000001,-200.78,-242.67,-314.85,-279.68,-231.34,-277.87,-341.59,-302.14,-296.98,-306.24,-224.42,-323.04,-365.99,-321.48,-251.69,-181.9,-112.11,-160.06,-121.66,-154.66,-114.82,-77.42,-16.64,3.51,62.84,69.8,89.37,98.8,153.69,158.34,253.25,240.49,242.32,292.55
-125.672000000001,-168.03,-121.71,-175.74,-270.38,-252.42,-219.04,-274.83,-336,-307.82,-316.36,-339.94,-268.6,-357.66,-413.99,-351.65,-289.31,-226.97,-164.62,-223.53,-193.8,-236.63,-181.41,-151.47,-97.2,-42.94,11.33,11.5,24.77,27.68,77.51,75.61,165.46,104.32,99.74
-90.2000000000028,-194.89,-275.16,-204.18,-282.48,-398.54,-327.29,-316.15,-311.78,-394.98,-384.46,-413.1,-457.42,-402.95,-513.43,-568.11,-521.42,-474.72,-428.03,-381.33,-363.98,-348.84,-376.57,-333.52,-316.72,-274.62,-232.52,-190.43,-148.33,-106.24,-113.99,-73.36,-170.63,-136.63,-99.92
-176.780000000001,-96.04,-65.91,-103.48,-55.4,-151.09,-202.91,-140.04,-138.94,-145.01,-241.74,-240.38,-236.98,-264.58,-216.67,-267.26,-330.19,-288.5,-246.82,-205.14,-163.46,-152.35,-111.9,-144.61,-105.34,-93.28,-219.31,-185.06,-150.82,-116.57,-82.32,-99.39,-66.61,-259.04,-235.29
-182.196000000001,-112.94,-43.67,-26.76,-80.39,-28.2,-27.89,-89.87,-33.69,-40.97,-55.78,-164.37,-170.49,-246.44,-284.56,-244.98,-306.9,-381.4,-348.05,-314.71,-281.36,-248.01,-246.48,-214.36,-256.59,-225.66,-222.89,-192.92,-162.95,-132.98,-103.01,-73.04,-95.85,-159.33,-361.27
-86.8960000000053,-126.72,-68.43,-56.7,0.78,-139.78,-102.11,-117.16,-135.47,-91,-111.67,-140.25,-117.03,-131.61,-118.28,-137.22,-100.64,-142.06,-107.2,-72.34,-37.48,-2.62,32.24,34.06,67.69,25.8,58.24,61.56,93.05,124.54,156.02,187.51,219,196.23,132.9
-73.2800000000014,-119.09,-75.95,-25.73,-70.26,-21.68,-137.43,-109.88,-135.91,-165,-129.43,-93.86,-131.71,-98.2,-119.67,-86.94,-54.21,-21.48,11.24,43.97,76.7,109.43,142.16,174.88,92.13,122.21,75.58,104.47,103.28,131.22,159.15,187.08,215.01,242.95,215.16
-98.6320000000033,-50.36,-106.53,-71.7,-121.42,-180.52,-144.87,-170.09,-136.19,-102.28,-136.83,-104.82,-72.81,-100.93,-70.04,-94.92,-64.82,-34.71,-4.61,25.5,55.6,85.7,115.81,145.91,176.02,87.99,115.44,65,91.26,86.5,111.81,137.12,162.43,187.73,213.04
